,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
346,272,112,130,192,191,77,147,114
347,267,93,132,191,192,75,152,111
348,267,93,131,191,192,73,152,114
349,267,91,130,187,200,75,147,114
350,272,98,130,192,194,71,146,113
351,272,97,129,192,191,74,145,115
352,271,85,129,191,192,75,145,114
353,272,103,129,191,192,75,148,115
354,272,86,129,187,193,75,147,115
355,276,96,130,191,192,75,148,115
356,271,94,131,187,191,73,147,113
357,271,91,131,191,192,75,145,114
358,271,91,129,191,192,74,142,115
359,272,97,130,192,191,76,143,112
360,271,95,129,190,191,77,147,116
361,272,100,130,191,196,75,145,114
362,267,96,132,191,193,74,152,114
363,271,94,129,190,192,74,143,115
364,271,91,129,191,192,75,147,114
365,272,104,130,190,192,73,146,113
366,271,92,131,187,196,75,143,114
367,271,91,129,191,192,75,152,111
368,271,97,130,191,193,74,146,113
369,270,91,131,187,191,73,147,113
370,270,78,127,187,191,73,147,120
371,271,114,131,192,191,77,147,120
372,271,91,129,190,192,74,143,114
373,272,97,128,191,193,75,145,114
374,271,95,129,190,193,75,147,111
375,267,92,131,192,191,71,144,114
376,271,95,130,192,191,73,147,120
377,272,88,130,191,200,74,152,111
378,277,92,129,191,191,75,144,113
379,267,92,128,187,191,75,147,114
380,271,95,129,192,191,77,147,114
381,272,95,128,191,192,80,147,113
382,267,94,127,187,191,73,147,113
383,271,102,129,190,191,74,147,113
384,272,96,127,187,191,71,147,113
385,271,91,132,191,192,75,143,114
386,270,114,127,187,192,73,146,111
387,272,96,127,189,196,75,146,111
388,271,92,129,192,192,74,143,114
389,270,103,129,191,192,75,143,115
390,272,96,131,187,192,71,146,111
391,271,91,129,191,191,80,147,113
392,272,103,132,191,192,75,145,114
393,251,94,129,191,192,77,143,114
394,272,81,127,192,192,75,145,111
395,267,93,130,191,192,74,147,116
396,271,107,129,191,192,75,148,111
397,272,91,130,187,191,74,143,114
398,267,93,130,196,191,75,144,111
399,271,91,132,191,196,71,146,120
400,267,96,127,192,192,74,146,114
401,271,94,130,190,192,75,145,114
402,271,93,129,191,192,75,146,114
403,272,100,130,191,191,76,145,113
404,272,96,130,196,191,74,143,113
405,267,98,129,191,191,75,146,114
406,267,81,130,187,191,74,145,114
407,271,93,129,190,191,75,144,111
408,272,112,129,191,200,73,143,114
409,268,95,129,191,191,75,146,114
410,271,96,127,192,192,75,152,111
411,271,88,129,191,191,74,148,116
412,267,97,130,196,192,74,146,114
413,272,98,129,191,193,71,147,112
414,272,100,130,192,191,75,145,111
415,276,94,129,191,191,80,145,113
416,271,87,136,187,191,75,156,111
417,272,84,130,191,196,73,146,114
418,271,94,129,191,192,73,143,114
419,271,98,127,196,191,74,146,114
420,270,100,127,187,191,75,152,111
421,263,95,129,191,191,76,145,111
422,267,94,129,191,191,84,145,111
423,263,91,127,187,191,75,145,114
424,270,95,129,191,191,75,143,114
425,271,101,128,191,192,73,146,120
426,263,112,127,187,191,74,156,113
427,267,93,129,190,191,75,145,114
428,269,91,130,187,191,84,145,114
429,276,96,130,187,191,75,152,111
430,263,93,130,188,192,74,146,114
431,265,95,129,191,191,74,148,113
432,271,91,136,190,191,78,143,114
433,267,93,136,187,191,74,145,111
434,263,93,132,191,191,76,143,114
435,270,95,129,191,192,74,143,114
436,270,95,129,192,191,74,145,111
437,272,100,127,192,191,75,146,113
438,271,93,136,191,192,73,139,112
439,265,100,127,192,191,75,148,113
440,272,96,130,196,187,75,146,113
441,271,95,129,191,196,73,146,112
442,271,95,128,191,192,73,143,114
443,269,93,136,190,191,80,143,114
444,267,94,129,191,191,76,143,114
445,269,93,130,187,191,74,145,111
446,270,93,132,192,191,74,145,114
447,270,96,127,187,191,75,148,111
448,270,112,130,190,192,75,146,111
449,271,111,132,187,191,74,148,111
450,267,98,129,191,191,80,143,114
451,263,97,127,187,191,74,148,111
452,270,96,130,190,192,75,146,113
453,270,91,129,190,191,74,143,114
454,270,78,129,190,187,75,145,114
455,267,92,131,189,191,80,143,114
456,272,95,130,190,192,74,146,124
457,272,100,130,190,187,75,152,111
458,267,108,129,191,191,84,145,111
459,270,104,129,191,196,73,146,116
460,271,93,132,190,191,74,145,111
461,263,92,129,190,191,77,143,114
462,270,74,130,191,191,75,143,113
463,270,94,129,191,193,73,143,114
464,271,91,129,190,192,79,143,113
465,275,92,131,187,192,74,148,112
466,264,92,135,187,196,73,151,112
467,270,92,131,190,191,74,145,111
468,270,93,129,190,191,81,145,111
469,272,116,130,196,191,80,143,112
470,270,99,129,191,196,71,146,116
471,270,90,132,189,191,75,143,114
472,272,71,132,190,190,76,143,114
473,270,94,130,188,187,75,152,111
474,270,112,129,190,200,73,143,114
475,276,92,128,190,191,76,143,111
476,265,79,131,189,191,77,143,114
477,270,95,129,190,191,74,144,111
478,269,116,130,190,196,73,143,114
479,270,93,128,190,192,73,146,114
480,271,73,127,187,191,74,145,114
481,267,93,136,190,191,75,143,114
482,272,104,130,190,192,73,146,114
483,263,90,127,192,187,75,146,116
484,263,91,132,190,191,80,143,114
485,276,112,130,190,192,74,146,120
486,271,92,129,190,190,73,143,114
487,272,98,129,190,192,74,145,115
488,270,108,129,190,196,73,143,114
489,263,92,130,190,191,75,143,114
490,270,96,128,190,192,71,146,120
491,263,103,130,190,191,77,143,113
492,270,91,129,190,191,74,143,114
493,263,91,127,187,191,75,148,111
494,272,100,130,196,187,75,148,113
495,270,93,129,190,187,75,145,111
496,270,111,129,190,191,75,143,114
497,263,93,127,192,191,75,144,112
498,271,95,129,190,192,74,145,113
499,270,78,129,190,190,73,143,114
500,270,94,129,190,192,74,146,116
501,263,97,130,190,200,73,143,114
502,263,91,130,187,191,75,148,111
503,272,100,129,190,190,76,143,111
504,270,80,130,190,192,71,146,113
505,263,112,127,192,187,75,152,111
506,270,93,129,190,192,74,144,113
507,270,96,127,192,187,75,146,114
508,272,92,129,188,187,75,146,113
509,265,97,127,188,192,74,146,114
510,263,91,130,187,191,80,143,114
511,270,94,129,190,188,73,143,114
512,268,93,129,190,192,71,146,113
513,270,91,130,187,191,74,143,120
514,270,92,129,190,192,71,143,113
515,270,103,130,192,187,75,145,120
516,270,80,127,187,191,75,145,111
517,265,112,127,188,187,75,146,113
518,270,87,129,190,191,77,144,111
519,272,94,129,190,196,71,146,114
520,267,96,127,196,187,74,146,114
521,268,94,129,189,191,75,144,113
522,270,106,128,190,200,73,145,116
523,271,91,129,187,191,74,145,111
524,271,97,129,189,196,73,143,114
525,263,100,130,192,187,75,145,113
526,270,89,136,187,192,80,143,111
527,271,113,129,190,200,73,146,116
528,271,89,127,192,190,75,144,113
529,263,90,127,187,191,74,144,111
530,272,95,129,190,192,74,145,116
531,272,86,129,189,191,75,152,112
532,272,98,129,190,187,75,144,112
533,270,95,129,190,190,73,143,114
534,271,73,130,187,191,75,148,112
535,263,96,127,187,187,75,145,112
536,271,96,130,190,192,71,143,113
537,263,96,129,188,187,75,144,113
538,263,96,127,192,189,75,144,113
539,263,96,127,187,191,80,144,111
540,271,94,136,187,191,74,145,111
541,271,94,127,188,191,74,143,112
542,271,105,127,184,191,72,143,112
543,275,76,139,185,197,73,154,112
544,268,107,128,193,187,75,143,115
545,274,90,129,189,190,75,145,111
546,273,93,129,189,190,75,144,111
547,260,98,129,189,192,84,143,113
548,263,93,127,184,191,72,145,112
549,267,100,127,187,191,75,143,114
550,272,92,130,188,187,75,144,112
551,267,103,127,187,191,75,148,111
552,267,112,130,196,191,74,144,111
553,271,91,127,188,192,71,143,111
554,271,93,128,190,191,74,144,114
555,272,93,128,190,190,73,143,114
556,271,92,132,187,191,75,144,116
557,271,104,130,188,192,73,145,113
558,267,94,132,183,191,74,148,112
559,271,110,129,190,190,74,145,112
560,271,112,129,189,190,80,144,111
561,271,95,129,190,196,75,148,111
562,271,96,127,187,187,74,145,114
563,271,99,127,192,187,75,145,112
564,272,108,129,190,192,73,145,112
565,258,100,129,190,190,77,144,111
566,272,95,129,187,191,74,148,113
567,273,95,132,189,191,74,144,111
568,276,96,132,187,192,74,144,112
569,271,92,128,187,187,74,146,113
570,273,94,127,187,191,73,145,120
571,272,92,130,187,190,75,145,113
572,271,94,127,189,200,75,144,113
573,267,100,129,189,196,73,143,112
574,272,97,129,189,192,75,148,111
575,271,91,127,192,187,75,144,114
576,272,116,127,192,191,76,143,113
577,272,95,129,189,191,74,145,111
578,267,110,128,190,190,74,143,114
579,267,108,130,189,200,75,143,111
580,276,100,128,189,196,73,143,112
581,272,116,129,189,190,80,144,111
582,271,93,130,187,190,74,144,111
583,276,100,128,189,187,75,145,111
584,272,96,129,188,192,73,143,111
585,272,97,127,188,192,73,145,113
586,271,91,127,188,192,74,145,113
587,272,93,128,189,190,80,143,111
588,272,97,127,188,187,75,145,112
589,272,77,132,187,191,75,144,111
590,271,96,127,187,187,75,144,112
591,267,100,129,189,192,73,143,113
592,271,103,127,187,191,74,144,111
593,271,103,127,187,190,75,144,113
594,272,92,136,187,191,74,145,111
595,272,93,128,187,189,74,145,113
596,273,89,132,189,190,82,143,113
597,272,93,128,189,190,80,144,111
598,271,97,128,183,187,73,144,113
599,271,112,130,189,192,73,143,113
600,267,93,128,189,191,74,148,113
601,267,93,130,192,187,74,145,116
602,272,94,128,189,190,73,143,113
603,272,97,128,189,192,73,143,113
604,271,103,127,196,187,74,145,114
605,272,93,128,187,191,75,144,120
606,271,91,127,187,187,74,145,113
607,272,95,129,187,191,75,145,112
608,273,97,127,192,187,75,145,116
609,273,93,132,185,187,74,145,113
610,277,92,137,185,191,75,144,113
611,271,94,128,194,186,75,144,111
612,274,92,135,185,187,75,143,116
613,272,93,131,187,196,73,150,112
614,278,89,133,187,194,73,149,112
615,271,91,127,187,191,74,144,113
616,271,84,130,189,196,73,143,113
617,271,91,127,192,187,74,145,113
618,273,95,132,187,190,84,144,111
619,272,93,128,189,191,77,143,111
620,271,96,129,189,192,73,143,113
621,271,97,129,189,190,84,144,112
622,272,91,131,189,190,77,143,111
623,276,95,129,183,190,75,145,112
624,272,88,129,189,190,80,144,111
625,273,95,128,189,188,73,143,113
626,263,100,130,188,192,73,145,112
627,265,93,127,188,192,73,143,113
628,264,96,129,189,192,71,143,113
629,265,78,127,187,190,75,144,113
630,263,97,129,190,190,75,143,111
631,272,92,128,189,190,74,148,112
632,274,79,132,183,190,75,144,120
633,274,105,132,187,188,73,143,113
634,272,92,128,189,196,73,143,113
635,272,94,128,189,191,74,146,112
636,276,95,128,189,190,75,143,113
637,271,91,127,187,187,75,145,116
638,273,96,128,189,190,80,144,111
639,271,100,127,188,192,73,143,111
640,276,78,128,189,196,73,143,113
641,275,91,127,192,187,75,144,116
642,272,78,129,189,192,73,145,112
643,271,104,128,189,191,74,148,112
644,273,83,127,192,191,74,144,111
645,276,111,128,189,192,73,145,112
646,276,92,128,189,192,74,144,111
647,274,111,132,187,191,74,144,111
648,272,78,130,188,183,75,144,113
649,272,94,129,189,196,73,143,113
650,274,96,127,192,191,75,146,111
651,271,91,132,183,191,75,144,112
652,274,91,128,190,190,77,143,111
653,272,81,128,189,191,75,144,120
654,276,108,127,183,191,73,143,112
655,276,95,129,189,190,80,145,116
656,274,100,129,188,187,75,145,116
657,271,96,127,192,187,73,143,113
658,276,91,127,185,190,75,145,112
659,271,94,132,183,191,75,144,113
660,276,100,127,187,190,74,143,111
661,276,78,130,189,191,74,144,111
662,271,111,128,188,187,75,144,111
663,276,95,128,189,191,75,144,112
664,267,93,129,189,196,73,145,113
665,271,96,127,192,187,74,145,112
666,280,96,128,189,192,73,143,113
667,259,83,127,192,187,74,145,113
668,257,104,127,188,187,74,145,112
669,256,75,128,189,190,75,144,111
670,258,88,127,184,191,72,143,110
671,259,100,130,188,192,71,145,113
672,255,95,127,187,192,74,145,116
673,257,76,129,189,200,73,143,112
674,260,108,127,185,191,77,143,113
675,257,104,128,189,191,74,145,112
676,260,93,129,183,191,74,145,111
677,260,77,129,189,190,77,144,111
678,264,100,127,187,190,75,152,112
679,260,109,127,189,190,75,143,111
680,264,90,129,189,187,75,144,112
681,257,88,129,183,191,75,144,116
682,257,93,128,188,187,75,144,113
683,257,97,129,188,192,73,143,113
684,257,92,132,183,191,76,143,113
685,261,91,127,185,190,75,144,113
686,255,82,127,185,190,76,143,112
687,257,90,127,192,187,75,144,116
688,258,93,127,183,190,75,143,111
689,257,91,127,192,187,75,145,116
690,255,104,127,192,187,74,144,113
691,261,95,129,187,191,80,144,113
692,255,102,127,192,187,75,144,112
693,257,112,128,189,191,75,144,112
694,268,100,127,189,188,75,143,113
695,259,96,127,192,187,75,145,116
696,262,71,128,189,190,74,143,111
697,262,83,130,183,190,74,144,116
698,257,96,128,196,196,75,145,113
699,264,92,132,183,191,75,144,116
700,262,95,128,188,187,75,152,112
701,268,97,128,189,190,77,143,111
702,263,113,128,188,187,75,152,111
703,259,109,127,192,187,73,143,113
704,263,91,132,189,192,75,144,113
705,259,104,129,189,190,80,144,111
706,262,95,128,188,192,71,143,113
707,262,91,127,185,187,75,145,116
708,259,100,127,189,190,73,143,111
709,266,96,129,189,190,77,143,111
710,263,93,127,187,188,71,145,111
711,267,93,127,192,187,73,143,113
712,279,77,128,189,187,75,145,113
713,278,96,129,192,189,75,144,111
714,280,77,127,185,190,74,144,111
715,275,93,129,188,192,71,145,112
716,271,77,127,192,189,75,148,111
717,277,92,128,185,189,75,144,115
718,277,76,128,188,187,75,144,111
719,278,91,127,188,187,71,143,113
720,267,94,128,189,187,73,144,111
721,259,97,129,187,190,75,144,112
722,280,93,127,188,192,73,143,111
723,280,113,128,185,189,75,144,112
724,280,107,127,192,187,75,144,112
725,272,89,131,187,191,75,148,111
726,274,75,128,189,188,75,145,111
727,271,85,135,185,194,74,150,112
728,271,98,127,188,187,77,143,118
729,282,90,136,189,184,75,140,111
730,275,90,137,187,190,75,144,113
731,271,113,128,190,187,79,144,118
732,271,98,128,184,193,75,143,111
733,265,89,131,187,193,73,150,112
734,257,92,128,189,189,72,143,112
735,260,89,130,187,191,73,151,112
736,260,93,129,189,187,73,148,114
737,263,98,129,189,187,79,141,116
738,259,105,128,184,191,75,140,119
739,263,96,129,190,187,79,141,122
740,263,95,127,188,185,73,143,112
741,259,82,128,193,185,75,140,111
742,264,91,128,188,185,72,144,110
743,263,95,127,188,187,75,143,113
744,259,110,128,193,187,74,146,111
745,271,92,134,184,198,72,143,110
746,257,91,130,189,185,77,143,114
747,262,75,129,189,188,75,145,111
748,263,91,127,185,189,75,144,113
749,264,96,129,188,187,73,143,112
750,264,92,128,187,190,75,148,112
751,259,75,126,185,187,75,144,112
752,263,91,127,185,190,74,144,111
753,264,104,128,189,192,73,143,113
754,259,92,129,192,187,75,144,112
755,263,91,128,188,190,75,143,113
756,259,96,127,188,187,73,143,112
757,265,76,128,189,196,71,143,112
758,265,95,128,189,192,75,152,111
759,263,101,128,188,187,75,144,112
760,265,74,128,183,187,75,145,113
761,265,93,136,188,188,76,143,114
762,263,98,128,189,192,73,143,113
763,264,76,129,188,187,74,143,112
764,265,94,129,196,183,74,143,113
765,264,98,129,192,189,80,143,116
766,264,96,127,192,187,74,144,116
767,265,98,129,188,183,75,148,111
768,264,92,127,188,183,76,144,111
769,264,95,128,188,189,74,144,111
770,263,98,129,188,187,75,145,113
