,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
219,273,114,127,200,220,75,153,124
220,280,96,128,194,216,74,153,124
221,276,92,128,191,215,75,152,132
222,275,71,128,194,215,82,151,124
223,275,89,128,191,224,75,152,123
224,271,95,128,191,220,74,153,124
225,276,113,128,194,211,74,153,132
226,276,95,127,194,216,84,151,123
227,274,96,132,193,215,76,151,124
228,274,84,128,191,215,77,151,124
229,280,71,129,194,215,74,153,124
230,276,96,129,193,215,74,151,123
231,273,92,127,200,220,74,151,124
232,274,104,129,191,216,74,153,124
233,271,116,129,200,215,74,152,124
234,276,93,127,192,211,76,152,123
235,271,95,127,193,215,74,151,124
236,271,94,128,194,220,75,152,128
237,275,95,128,194,216,74,153,124
238,271,100,127,193,220,75,153,125
239,273,91,128,191,215,75,152,128
240,273,120,127,192,216,75,152,124
241,271,120,127,194,216,80,151,124
242,273,99,127,192,216,74,152,124
243,275,89,127,192,215,76,152,128
244,271,92,128,191,215,80,151,124
245,273,96,128,191,212,76,151,124
246,276,95,126,193,211,74,151,122
247,271,96,127,191,214,80,152,123
248,274,95,128,191,214,80,152,121
249,273,76,127,193,214,76,152,124
250,274,96,129,191,215,74,156,128
251,275,91,128,191,216,75,151,123
252,276,111,128,192,211,75,152,124
253,271,115,128,191,215,75,151,123
254,273,94,132,191,214,73,151,124
255,273,72,128,191,215,74,152,123
256,274,72,129,191,215,76,151,124
257,276,100,129,192,216,74,152,124
258,271,104,129,192,212,75,151,121
259,276,99,128,192,214,75,151,123
260,271,117,127,192,211,75,151,124
261,271,100,129,191,216,74,152,124
262,275,95,132,192,211,74,151,123
263,274,91,127,191,214,74,156,125
264,271,91,128,191,214,74,149,123
265,275,89,127,192,211,75,156,128
266,271,88,127,192,211,73,151,124
267,275,92,128,192,215,76,152,123
268,275,65,127,192,214,75,152,123
269,275,93,129,192,215,75,152,124
270,275,90,127,192,214,75,151,123
271,271,67,127,196,211,75,151,123
272,273,92,127,191,215,80,149,123
273,271,98,128,191,220,75,150,123
274,276,73,127,192,213,76,152,122
275,272,92,127,191,214,75,150,123
276,271,91,127,191,214,74,149,123
277,274,71,132,191,220,75,152,122
278,273,71,128,192,215,75,152,123
279,273,90,128,191,215,75,152,122
280,273,91,127,192,211,75,152,124
281,271,96,127,190,216,74,151,123
282,275,89,127,192,211,74,151,124
283,275,104,127,192,215,75,156,119
284,274,95,127,191,211,75,153,123
285,272,94,127,192,211,75,152,123
286,274,100,127,196,215,75,152,119
287,271,95,127,191,216,75,152,123
288,272,93,127,190,215,76,152,124
289,275,96,127,192,214,75,152,123
290,287,90,128,191,215,75,153,122
291,283,100,127,191,211,76,151,122
292,288,111,126,189,214,73,151,123
293,283,116,127,191,214,74,151,122
294,279,99,127,196,211,75,152,123
295,274,91,132,191,216,75,150,121
296,272,91,128,191,211,76,147,122
297,274,100,127,187,214,77,151,123
298,272,93,132,191,211,75,150,121
299,272,114,129,191,215,75,151,123
300,272,120,126,191,214,74,151,121
301,272,90,132,191,212,75,151,128
302,274,89,128,187,214,74,151,119
303,271,69,128,191,220,74,151,132
304,272,72,127,191,214,74,150,119
305,276,91,132,191,212,73,150,121
306,271,100,128,191,211,75,149,123
307,274,103,126,190,211,75,152,119
308,272,91,128,196,211,74,149,123
309,272,73,126,191,211,76,151,123
310,272,93,127,187,220,75,150,119
311,273,100,127,187,214,75,152,123
312,272,114,128,191,211,76,149,122
313,271,92,127,190,211,75,152,119
314,271,78,126,191,214,74,160,123
315,274,96,127,187,214,77,151,123
316,276,91,136,191,220,75,150,123
317,274,100,127,187,214,74,151,122
318,271,92,127,192,216,75,147,122
319,271,96,127,191,214,75,150,122
320,272,106,127,190,214,74,156,123
321,271,96,126,191,214,75,151,122
322,272,95,126,188,216,76,149,121
323,281,89,128,190,212,74,151,122
324,285,94,127,190,211,75,151,121
325,281,98,128,191,212,75,151,121
326,292,66,125,190,216,75,150,128
327,288,117,127,196,216,76,147,119
328,285,117,126,190,213,75,147,121
329,292,67,126,190,213,75,151,122
330,285,96,125,190,211,75,150,119
331,285,77,125,192,213,75,147,121
332,285,95,125,190,216,74,151,121
333,281,113,125,190,211,75,152,121
334,279,69,127,189,216,74,152,122
335,280,69,128,190,212,74,151,120
336,271,94,127,188,213,75,151,120
337,272,98,127,192,211,74,149,122
338,272,108,125,188,211,75,149,122
339,267,90,127,188,211,75,152,119
340,267,92,125,188,213,75,147,124
341,271,90,128,189,211,75,148,119
342,271,87,126,187,213,75,151,122
343,271,109,126,189,213,75,147,121
344,270,97,128,189,209,75,150,120
345,270,93,132,189,212,75,150,120
346,275,112,123,188,212,75,149,119
347,280,87,126,187,211,74,151,121
348,276,93,127,188,216,73,150,121
349,276,66,127,192,209,74,150,121
350,273,70,123,189,214,74,152,119
351,276,91,127,192,211,73,151,121
352,271,91,127,190,216,73,149,122
353,280,96,129,187,211,74,151,122
354,273,91,127,189,211,75,151,124
355,271,100,126,190,215,75,151,122
356,271,91,127,190,216,76,149,122
357,273,111,127,190,211,75,151,122
358,271,92,125,190,215,74,156,122
359,288,92,127,192,215,76,149,122
360,288,94,127,187,215,75,152,121
361,292,94,128,187,215,75,152,124
362,287,96,127,190,211,74,151,122
363,288,94,128,187,216,75,156,123
364,288,92,126,187,211,75,151,122
365,287,99,127,191,216,84,153,121
366,287,71,126,192,216,74,151,119
367,292,117,128,187,215,75,151,122
368,287,92,126,191,215,76,153,123
369,288,111,127,191,215,82,153,124
370,286,93,126,187,215,76,152,128
371,280,91,126,191,217,76,153,121
372,276,95,128,189,215,75,156,121
373,271,76,128,190,224,75,151,119
374,276,114,123,192,211,74,153,123
375,271,93,127,191,216,77,151,119
376,271,91,128,187,215,74,151,123
377,271,102,128,191,217,75,153,123
378,273,91,127,191,217,75,152,122
379,276,79,127,190,221,75,153,123
380,276,87,127,191,217,74,152,122
381,280,92,126,196,215,75,151,123
382,276,103,127,190,224,80,154,121
383,276,95,128,191,216,82,154,123
384,284,89,127,190,224,80,156,128
385,271,112,128,191,214,76,154,121
386,273,96,127,191,224,76,152,121
387,276,90,128,190,224,74,154,123
388,271,116,127,191,218,75,154,123
389,271,98,127,191,214,74,153,119
390,271,87,128,191,218,75,154,122
391,277,107,127,191,220,77,151,122
392,276,87,127,190,216,80,156,124
393,271,91,128,191,218,76,153,123
394,271,100,127,191,218,75,154,123
395,276,76,127,191,219,76,154,123
396,277,87,127,191,218,75,154,122
397,276,94,127,191,218,76,154,123
398,271,96,128,191,218,75,154,122
399,276,67,127,196,220,77,151,119
400,280,95,129,192,215,73,151,123
401,273,99,127,190,218,76,160,128
402,272,95,137,192,221,75,154,123
403,276,92,127,192,219,74,151,127
404,272,91,128,191,222,73,154,120
405,272,82,127,191,216,84,154,120
406,276,70,133,192,218,74,154,124
407,275,92,128,195,215,82,152,123
408,276,70,128,192,219,74,154,123
409,280,90,126,191,216,75,155,121
410,271,91,124,191,218,75,161,120
411,277,70,127,190,215,79,152,123
412,271,91,124,191,219,75,158,120
413,272,91,128,191,222,73,154,123
414,279,88,127,192,215,79,152,123
415,275,98,128,199,216,75,155,121
416,271,108,127,192,215,74,154,123
417,273,94,126,192,217,74,151,121
418,276,92,126,193,215,75,155,123
419,273,98,128,192,215,74,151,124
420,276,70,127,191,219,75,155,122
421,271,92,129,191,224,75,151,123
422,273,101,132,192,217,77,151,124
423,276,114,129,192,219,74,153,121
424,273,93,127,192,220,80,153,121
425,277,99,128,191,220,76,155,124
426,277,93,129,191,220,75,154,122
427,276,92,127,192,219,76,154,121
428,280,92,127,200,218,75,151,121
429,271,92,127,192,220,76,151,123
430,280,91,126,196,220,76,153,121
431,271,99,127,192,224,75,151,119
432,276,107,127,192,224,76,153,121
433,277,111,132,192,220,75,156,123
434,280,94,127,196,217,73,151,123
435,271,94,126,192,217,75,155,124
436,273,97,132,192,215,74,151,123
437,276,91,132,193,215,76,160,121
438,271,97,128,191,220,74,155,124
439,272,96,128,192,219,75,155,123
440,271,96,128,193,220,75,154,124
441,278,97,127,192,228,73,155,124
442,278,100,128,193,220,75,155,124
443,280,93,127,191,220,76,155,122
444,271,97,129,191,220,76,154,124
445,273,100,129,194,220,75,155,123
446,278,97,129,191,220,75,154,132
447,278,94,128,191,220,75,151,123
448,278,97,129,191,220,75,154,124
449,280,111,128,193,217,75,153,121
450,278,114,127,192,224,76,151,121
451,278,111,127,194,220,74,160,132
452,276,110,127,196,217,75,151,122
453,276,103,127,196,220,75,153,121
454,278,94,129,191,220,74,160,128
455,280,98,130,192,215,74,155,124
456,271,94,128,191,220,75,155,124
457,278,96,129,191,220,74,160,128
458,271,88,128,191,220,75,155,124
459,275,80,128,191,220,75,154,124
460,278,89,127,196,217,74,151,123
461,280,97,128,193,220,75,155,124
462,278,95,127,191,215,74,155,123
463,278,97,129,191,220,75,154,124
464,275,117,129,192,215,74,151,122
465,271,112,128,191,220,75,155,124
466,280,90,127,192,220,75,155,124
467,279,92,128,196,217,75,153,121
468,278,70,127,194,220,80,155,124
469,273,95,136,192,215,73,151,123
470,278,97,127,196,217,74,153,121
471,277,120,129,192,215,75,155,123
472,278,93,129,191,220,74,154,128
473,287,100,128,193,220,75,155,124
474,271,70,128,193,219,75,155,124
475,278,98,128,193,220,75,155,124
476,271,112,128,193,215,74,154,123
477,273,105,132,192,215,73,155,123
478,278,93,128,193,215,73,151,123
479,271,72,132,192,215,74,155,124
480,272,95,128,191,216,75,155,123
481,272,114,127,192,224,74,155,120
482,275,92,128,191,220,75,164,121
483,276,91,127,200,224,77,153,123
484,271,96,128,193,219,75,155,124
485,280,95,128,196,224,76,153,124
486,277,69,130,191,220,75,155,124
487,277,94,127,194,224,75,153,123
488,278,112,129,191,220,76,160,132
489,278,91,127,190,220,74,160,128
490,278,111,127,194,220,80,160,128
491,275,92,129,192,215,73,151,122
492,287,91,130,191,220,74,156,124
493,278,104,128,191,220,75,155,124
494,280,93,128,194,217,75,151,123
495,280,93,128,200,224,80,164,128
496,275,110,130,193,215,75,156,124
497,280,91,127,191,220,76,155,124
498,284,93,127,194,220,80,155,123
499,280,114,127,193,217,74,151,122
500,278,90,127,194,220,77,153,125
501,290,91,127,194,224,73,151,123
502,288,96,129,191,220,76,155,124
503,287,74,128,193,219,76,155,124
504,288,101,130,191,220,76,164,128
505,288,93,129,193,215,75,155,123
506,287,93,132,193,217,76,160,124
507,289,91,127,200,217,74,151,123
508,288,95,136,193,217,74,155,123
509,288,93,130,200,217,74,151,122
510,287,100,128,193,219,75,155,123
511,290,90,127,194,224,80,160,128
512,288,95,130,200,224,76,153,123
513,288,95,128,196,224,76,153,121
514,290,93,127,200,219,75,153,121
515,288,92,128,194,217,75,153,121
516,287,97,128,191,220,75,155,124
517,287,97,129,191,220,74,155,124
518,288,96,128,193,219,75,155,124
519,288,93,129,193,219,75,155,124
520,288,95,132,193,215,74,151,122
521,288,80,129,191,220,74,160,125
522,288,114,129,193,219,75,155,124
523,280,70,127,194,228,76,153,121
524,288,111,127,194,224,80,155,124
525,287,98,129,192,211,74,151,119
526,288,101,132,194,215,77,155,121
527,289,93,127,191,218,81,155,128
528,288,91,127,194,219,74,154,124
529,287,120,128,193,219,75,155,124
530,287,92,129,191,220,75,155,123
531,287,69,130,192,219,76,155,124
532,288,101,128,193,219,75,155,124
533,287,100,128,191,219,75,155,124
534,287,96,128,194,219,75,155,124
535,288,95,129,193,219,76,154,124
536,288,95,132,193,215,75,155,123
537,283,84,129,193,215,75,154,123
538,273,92,128,193,217,74,151,123
539,277,111,127,194,220,76,153,123
540,277,98,129,191,219,75,154,122
541,280,91,128,196,220,76,153,121
542,271,101,127,194,217,74,149,124
543,272,96,128,193,218,75,154,123
544,277,90,129,191,219,76,154,123
545,280,95,127,194,220,80,156,124
546,273,119,136,192,215,74,151,119
547,276,91,129,191,218,76,154,122
548,276,73,128,191,218,75,154,123
549,276,93,127,191,219,75,154,122
550,273,117,129,192,215,74,151,123
551,277,96,128,193,218,76,154,123
552,276,103,128,202,216,75,154,121
553,271,101,128,191,219,75,154,122
554,273,93,128,192,215,75,154,123
555,271,94,128,192,215,74,151,119
556,271,117,136,192,215,75,154,123
557,276,99,128,193,218,75,154,123
558,271,84,128,191,218,76,154,123
559,273,71,129,192,215,75,151,124
560,276,96,128,191,218,75,154,123
561,277,95,136,192,215,75,151,119
562,276,100,128,191,218,75,154,123
563,276,96,129,191,218,75,154,122
564,277,93,129,191,218,75,154,123
565,276,88,128,200,217,75,151,121
566,271,96,128,191,218,76,154,123
567,276,80,127,193,216,74,154,123
568,276,93,129,191,218,75,156,128
569,276,89,127,192,218,74,160,122
570,276,96,127,191,218,76,152,128
571,273,95,128,193,216,73,151,119
572,273,115,132,192,215,75,151,122
573,272,120,128,191,217,74,153,119
574,276,96,129,192,215,75,151,122
575,271,112,128,191,224,75,151,123
576,273,120,128,192,213,75,152,119
577,276,100,128,191,217,75,154,122
578,276,111,132,192,215,76,153,124
579,271,100,128,191,216,80,154,121
580,273,117,126,192,216,75,151,119
581,276,101,129,192,217,74,152,121
582,280,109,127,192,216,80,153,122
583,271,100,128,191,217,76,154,123
584,275,106,126,196,216,75,151,119
585,275,92,127,192,216,75,152,119
586,280,91,127,189,216,74,160,128
587,280,87,127,192,213,74,151,119
588,273,92,132,192,215,74,151,119
589,275,69,128,191,217,75,152,122
590,271,96,127,191,217,75,153,122
591,271,92,129,192,215,75,153,122
592,273,86,128,191,216,76,152,119
593,271,91,128,191,217,75,153,122
594,276,91,127,192,216,74,152,122
595,271,92,128,192,215,75,153,122
596,274,95,127,191,216,74,153,122
597,271,110,127,191,216,74,152,122
598,271,120,128,191,211,76,153,119
599,275,92,128,192,213,74,151,122
600,271,96,128,191,217,76,153,122
601,271,83,127,192,216,74,151,122
602,275,91,128,191,215,76,153,122
603,274,93,127,191,216,74,156,124
604,275,116,128,192,215,76,153,122
605,273,93,129,192,215,75,153,122
606,275,89,128,191,216,75,151,119
607,271,97,129,192,211,74,151,119
608,275,96,128,191,217,75,153,122
609,271,113,129,191,217,74,152,122
610,272,104,126,192,213,73,151,119
611,271,96,128,191,216,75,153,122
612,271,70,128,191,215,75,153,122
613,273,112,128,191,216,74,152,128
614,274,91,128,191,216,75,156,121
615,274,91,128,191,216,76,152,122
616,271,96,128,191,215,75,151,119
617,271,99,126,192,211,74,151,122
618,271,91,126,191,218,74,153,120
619,274,88,127,188,215,75,151,127
620,271,69,128,191,214,75,155,119
621,279,94,127,191,213,80,152,122
622,274,90,127,189,215,75,151,123
623,280,90,127,190,215,76,149,122
624,271,91,126,191,219,74,152,120
625,272,111,128,191,214,75,155,120
626,267,91,132,192,223,73,151,122
627,278,70,127,190,213,81,152,121
628,273,92,127,188,215,76,151,123
629,272,112,132,188,215,73,151,124
630,267,91,130,192,221,73,152,120
631,280,93,128,196,211,75,148,121
632,269,95,128,191,219,74,152,121
633,272,91,132,192,215,73,151,122
634,269,95,126,191,215,75,156,120
635,276,70,128,191,214,75,158,120
636,271,95,128,192,213,79,152,122
637,272,91,133,188,215,74,151,124
638,272,93,130,192,215,74,151,125
639,271,69,129,192,218,74,152,121
640,275,90,127,190,215,79,149,121
641,274,98,124,191,215,75,161,120
642,269,93,127,192,219,73,151,121
643,271,73,124,191,216,75,160,120
644,271,76,128,191,214,75,153,119
645,274,101,128,197,212,75,153,120
646,272,93,128,189,220,74,151,120
647,274,91,134,187,215,73,151,122
648,272,92,129,192,221,73,151,123
649,274,94,128,191,212,75,152,119
650,272,89,128,189,221,73,151,121
651,275,93,128,192,211,75,150,119
652,277,110,127,190,215,76,149,121
653,272,92,127,188,215,76,149,121
654,274,93,131,187,217,73,151,123
655,272,95,132,192,211,74,151,119
656,274,87,126,192,211,75,152,120
657,273,90,128,191,215,75,152,121
658,267,96,126,191,216,77,152,119
659,267,75,132,192,216,75,149,119
660,272,96,127,190,216,75,151,119
661,271,93,126,191,215,76,152,121
662,271,116,127,192,211,74,151,121
663,273,91,127,191,215,75,152,120
664,274,96,127,191,214,76,149,119
665,271,100,127,196,211,74,149,119
666,276,96,127,191,215,74,156,124
667,271,77,126,190,215,75,152,121
668,271,93,132,187,211,75,156,119
669,271,95,132,187,215,75,152,120
670,274,92,125,191,215,75,152,124
671,274,107,127,190,220,75,149,119
672,274,77,125,189,215,75,152,121
673,271,93,127,191,215,75,152,120
674,275,112,127,191,215,74,152,119
675,276,93,126,196,216,80,152,120
676,276,96,127,191,215,74,152,128
677,271,98,128,191,215,75,152,120
678,280,92,127,192,213,75,152,121
679,272,96,132,191,215,74,152,121
680,274,91,126,187,211,75,151,121
681,271,107,128,187,211,74,150,119
682,272,91,128,187,215,75,152,120
683,274,85,127,191,215,75,152,121
684,274,95,129,187,213,75,152,121
685,272,108,126,192,216,77,149,119
686,271,97,125,190,215,74,153,121
687,272,94,126,196,216,75,149,119
688,272,87,132,187,211,75,151,121
689,272,93,132,187,211,75,151,121
690,271,93,126,187,215,75,152,124
691,271,68,128,187,213,75,151,121
692,271,76,126,190,215,75,152,120
693,272,95,128,190,214,84,152,119
694,271,95,124,190,215,75,155,120
695,274,88,133,186,215,75,149,126
696,271,95,128,187,211,75,151,119
697,271,71,127,192,211,75,151,121
698,276,89,126,192,211,74,149,119
699,274,98,127,191,211,74,152,120
700,272,100,125,190,215,75,152,120
701,272,113,126,190,211,75,151,121
702,272,111,127,187,211,75,151,121
703,272,89,128,190,211,74,152,121
704,272,93,126,190,212,80,152,121
705,271,65,128,190,215,76,152,121
706,271,67,126,196,216,75,149,119
707,272,91,125,190,214,80,152,119
708,273,89,127,190,215,75,152,120
709,272,96,127,190,215,75,151,120
710,271,100,127,190,215,76,152,121
711,271,111,126,187,215,75,152,120
712,272,111,127,192,216,76,152,119
713,273,91,126,192,211,75,150,119
714,273,111,127,190,216,80,152,120
715,273,94,127,190,216,74,151,120
716,273,115,127,188,216,75,149,119
717,272,92,128,189,215,77,149,119
718,271,91,127,190,214,82,152,121
719,272,95,127,190,220,75,150,119
720,271,120,125,189,214,76,151,120
721,271,94,127,190,214,76,152,119
722,271,117,125,190,215,76,151,120
723,272,92,125,189,215,75,151,120
724,283,117,127,190,214,76,150,120
725,284,94,125,190,215,75,151,120
726,283,100,125,189,214,75,151,120
727,279,104,125,190,214,74,151,120
728,283,93,128,187,214,75,150,121
729,283,112,127,189,216,74,151,120
730,279,93,127,189,214,75,150,120
731,279,100,125,190,220,75,150,120
732,279,116,125,189,214,76,151,120
733,279,116,125,189,214,75,150,120
734,267,89,126,192,216,75,147,119
735,272,93,125,187,211,75,151,120
736,267,87,126,188,216,75,150,119
737,271,92,126,189,214,78,149,119
738,270,65,126,196,211,75,147,118
739,270,96,126,189,212,80,152,119
740,267,92,125,188,213,75,150,120
741,267,115,124,187,211,75,151,119
742,267,96,126,189,213,75,147,113
743,264,90,126,188,216,80,149,118
744,265,84,128,187,211,74,150,119
745,269,91,126,188,216,77,149,120
746,263,92,126,192,209,74,150,119
747,270,114,125,188,213,74,152,121
748,270,98,123,187,213,75,150,132
749,270,70,125,183,213,75,151,119
750,274,84,126,188,211,79,147,119
751,273,90,126,184,211,76,147,119
752,268,91,124,189,213,73,149,119
753,272,88,126,184,217,73,159,117
754,265,87,127,185,212,73,150,120
755,267,85,124,187,214,74,150,119
756,268,91,125,187,216,74,150,118
757,274,112,126,187,212,75,151,117
758,272,94,128,185,211,75,150,119
759,268,111,126,188,212,75,147,117
760,269,92,123,188,212,81,147,117
761,279,66,125,188,212,74,152,120
762,268,92,123,188,212,74,152,120
763,263,111,123,187,212,75,152,117
764,263,88,125,187,212,74,152,120
765,272,92,125,187,212,75,152,124
766,270,114,126,186,216,75,149,119
767,263,89,128,183,211,103,150,120
768,268,87,125,186,212,75,147,117
769,267,108,126,187,212,78,147,117
770,272,87,126,188,209,74,150,119
